timestamp,input_id,status,button_status,percent
timestamp,x,y,z
timestamp,LX,LY,RX,RY,LT,RT,DPAD_X,DPAD_Y,A,B,X,Y,LB,RB,LT,RT,BACK,START,LS,RS,UP,DOWN,LEFT,RIGHT
2024-08-16 13:01:38.139550,S1Y_-1,inactive,0,0.2479765066666665
2024-08-16 13:01:38.139550,S1X_-1,active,0,0.7520234933333334
2024-08-16 13:01:38.129587,0.555195426940918,0.5868205261230469,1.0
2024-08-16 13:01:38.140684,-0.7520235180854797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2024-08-16 13:01:38.164624,S1Y_+1,inactive,0,0.0
2024-08-16 13:01:38.164624,TL,inactive,0,0.0
2024-08-16 13:01:38.164624,TR,inactive,0,0.0
2024-08-16 13:01:38.164624,S1Y_-1,inactive,0,0.17225524999999983
2024-08-16 13:01:38.164624,S1X_-1,active,0,0.8277447500000001
2024-08-16 13:01:38.172868,0.559111328125,0.5877800496419271,1.0
2024-08-16 13:01:38.165879,-0.827744722366333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2024-08-16 13:01:38.197377,S1Y_+1,inactive,0,0.0
2024-08-16 13:01:38.197377,TL,inactive,0,0.0
2024-08-16 13:01:38.197377,TR,inactive,0,0.0
2024-08-16 13:01:38.197377,S1Y_-1,inactive,0,0.05732217999999982
2024-08-16 13:01:38.197377,S1X_-1,active,0,0.9426778200000001
2024-08-16 13:01:38.203057,0.557994270324707,0.5821311442057292,1.0
2024-08-16 13:01:38.198707,-0.9426777958869934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2024-08-16 13:01:38.234165,S1Y_+1,inactive,0,0.0
2024-08-16 13:01:38.234165,TL,inactive,0,0.0
2024-08-16 13:01:38.234165,TR,inactive,0,0.0
2024-08-16 13:01:38.234165,S1Y_-1,inactive,0,0.0
2024-08-16 13:01:38.234165,S1X_-1,active,0,1.0
2024-08-16 13:01:38.238561,0.5584543228149415,0.5882981872558594,1.0
2024-08-16 13:01:38.235342,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2024-08-16 13:01:38.273271,S1Y_+1,inactive,0,0.0
2024-08-16 13:01:38.273271,TL,inactive,0,0.0
2024-08-16 13:01:38.273271,TR,inactive,0,0.0
2024-08-16 13:01:38.273271,S1Y_-1,inactive,0,0.0
2024-08-16 13:01:38.273271,S1X_-1,active,0,1.0
2024-08-16 13:01:38.268636,0.5574882507324219,0.584422861735026,1.0
2024-08-16 13:01:38.274966,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2024-08-16 13:01:38.310241,S1Y_+1,inactive,0,0.0
2024-08-16 13:01:38.310241,TL,inactive,0,0.0
2024-08-16 13:01:38.310241,TR,inactive,0,0.0
2024-08-16 13:01:38.310241,S1Y_-1,inactive,0,0.0
2024-08-16 13:01:38.310241,S1X_-1,active,0,1.0
2024-08-16 13:01:38.306788,0.5592669296264648,0.5838989766438802,1.0
2024-08-16 13:01:38.311341,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2024-08-16 13:01:38.345987,S1Y_+1,inactive,0,0.0
2024-08-16 13:01:38.345987,TL,inactive,0,0.0
2024-08-16 13:01:38.345987,TR,inactive,0,0.0
2024-08-16 13:01:38.345987,S1Y_-1,inactive,0,0.0
2024-08-16 13:01:38.345987,S1X_-1,active,0,1.0
2024-08-16 13:01:38.350072,0.5555609512329102,0.5848270670572917,1.0
2024-08-16 13:01:38.348030,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2024-08-16 13:01:38.385306,S1Y_+1,inactive,0,0.0
2024-08-16 13:01:38.385306,TL,inactive,0,0.0
2024-08-16 13:01:38.385306,TR,inactive,0,0.0
2024-08-16 13:01:38.385306,S1Y_-1,inactive,0,0.0
2024-08-16 13:01:38.385306,S1X_-1,active,0,1.0
2024-08-16 13:01:38.383450,0.5550664901733399,0.5802264404296875,1.0
2024-08-16 13:01:38.387673,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
2024-08-16 13:01:38.414725,S1Y_+1,inactive,0,0.0
2024-08-16 13:01:38.414725,TL,inactive,0,0.0
2024-08-16 13:01:38.414725,TR,inactive,0,0.0
2024-08-16 13:01:38.414725,S1Y_-1,inactive,0,0.0
2024-08-16 13:01:38.414725,S1X_-1,active,0,1.0
2024-08-16 13:01:38.415550,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
